,level_0,index,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,W-L,Rank,GB,Save,D/N,cLI,Streak,BA,OBP,OPS,Team_Hits,Hits_allowed,HR_allowed,ERA,predict
859,19,137,2023-8-29,boxscore,TOR,,WSN,L,4,5,0.541,3,11.5,Finnegan,N,1.1,1,0.258,0.328,0.744,11,8,2,3.72,0
860,20,138,2023-8-30,boxscore,TOR,,WSN,W,7,0,0.545,3,10.5,,D,1.0,-1,0.258,0.329,0.745,12,5,0,3.69,1
861,21,140,2023-9-1,boxscore,TOR,@,COL,W,13,9,0.548,3,9.5,,N,1.09,1,0.26,0.33,0.75,17,11,2,3.69,1
862,22,141,2023-9-2,boxscore,TOR,@,COL,L,7,8,0.544,3,10.5,Kinley,N,1.15,2,0.26,0.331,0.751,11,11,0,3.69,0
863,23,142,2023-9-3,boxscore,TOR,@,COL,W,7,5,0.547,3,10.5,Romano,D,1.13,-1,0.261,0.332,0.753,12,9,0,3.7,1
864,24,143,2023-9-4,boxscore,TOR,@,OAK,W,6,5,0.551,3,10.5,,D,1.17,1,0.26,0.332,0.753,8,8,4,3.7,1
865,25,144,2023-9-5,boxscore,TOR,@,OAK,W,7,1,0.554,3,10.5,,N,1.21,2,0.261,0.333,0.754,10,7,0,3.68,1
866,26,145,2023-9-6,boxscore,TOR,@,OAK,L,2,5,0.55,3,11.5,May,D,1.04,3,0.26,0.333,0.753,6,8,2,3.69,0
867,27,146,2023-9-8,boxscore,TOR,,KCR,W,5,4,0.553,3,11.5,Romano,N,1.09,-1,0.26,0.333,0.754,9,9,1,3.7,1
868,28,147,2023-9-9,boxscore,TOR,,KCR,W,5,1,0.556,3,11.5,,D,0.93,1,0.26,0.333,0.754,8,2,1,3.68,1
869,29,148,2023-9-10,boxscore,TOR,,KCR,W,5,2,0.559,3,10.5,Romano,D,0.94,2,0.26,0.333,0.753,6,8,0,3.66,1
870,0,118,2023-8-8,boxscore,WSN,@,PHI,W,5,4,0.439,5,22.5,Finnegan,N,0.03,1,0.259,0.318,0.72,8,8,1,4.88,1
871,1,119,2023-8-9,boxscore,WSN,@,PHI,L,0,7,0.435,5,23.5,,N,0.04,1,0.257,0.317,0.716,0,8,3,4.91,0
872,2,120,2023-8-10,boxscore,WSN,@,PHI,L,2,6,0.431,5,23.5,,N,0.03,-1,0.258,0.317,0.715,10,6,3,4.91,0
873,3,121,2023-8-11,boxscore,WSN,,OAK,W,8,2,0.436,5,23.5,,N,0.01,-2,0.258,0.318,0.718,12,6,0,4.89,1
874,4,122,2023-8-12,boxscore,WSN,,OAK,W-wo,3,2,0.441,5,24.0,,N,0.02,1,0.259,0.319,0.719,9,7,2,4.86,0
875,5,123,2023-8-13,boxscore,WSN,,OAK,W-wo,8,7,0.445,5,23.0,,D,0.03,2,0.26,0.32,0.72,14,11,3,4.88,0
876,6,124,2023-8-15,boxscore,WSN,,BOS,L,4,5,0.442,5,24.5,Jansen,N,0.03,3,0.259,0.319,0.719,6,7,1,4.88,0
877,7,125,2023-8-16,boxscore,WSN,,BOS,W,6,2,0.446,5,24.5,,N,0.02,-1,0.259,0.319,0.721,9,4,1,4.86,1
878,8,126,2023-8-17,boxscore,WSN,,BOS,W,10,7,0.451,5,24.0,Finnegan,D,0.03,1,0.259,0.32,0.722,10,11,3,4.88,1
879,9,127,2023-8-18,boxscore,WSN,,PHI,W,8,7,0.455,5,24.0,Finnegan,N,0.04,2,0.26,0.32,0.724,13,10,2,4.89,1
880,10,128,2023-8-19,boxscore,WSN,,PHI,L,3,12,0.452,5,25.0,,D,0.05,3,0.26,0.32,0.722,9,16,5,4.95,0
881,11,129,2023-8-20,boxscore,WSN,,PHI,W,4,3,0.456,5,24.0,Finnegan,N,0.03,-1,0.26,0.32,0.722,9,6,1,4.94,1
882,12,130,2023-8-22,boxscore,WSN,@,NYY,W,2,1,0.46,5,23.5,Finnegan,N,0.04,1,0.26,0.32,0.722,7,2,1,4.9,1
883,13,131,2023-8-23,boxscore,WSN,@,NYY,L,1,9,0.457,5,24.5,,N,0.05,2,0.259,0.319,0.719,3,8,4,4.91,0
884,14,132,2023-8-24,boxscore,WSN,@,NYY,W,6,5,0.461,4,24.0,Finnegan,D,0.02,-1,0.259,0.319,0.72,9,12,3,4.91,1
885,15,133,2023-8-25,boxscore,WSN,@,MIA,W,7,4,0.465,4,24.0,Harvey,N,0.03,1,0.26,0.319,0.721,13,9,0,4.9,1
886,16,134,2023-8-26,boxscore,WSN,@,MIA,W,3,2,0.469,4,24.0,Finnegan,D,0.06,2,0.259,0.319,0.72,5,7,2,4.88,1
887,17,135,2023-8-27,boxscore,WSN,@,MIA,L,1,2,0.466,4,24.0,Scott,D,0.07,3,0.259,0.318,0.718,7,6,1,4.86,0
888,18,136,2023-8-28,boxscore,WSN,@,TOR,L,3,6,0.462,4,25.0,Hicks,N,0.03,-1,0.258,0.318,0.717,7,9,1,4.87,0
889,19,137,2023-8-29,boxscore,WSN,@,TOR,W,5,4,0.466,4,25.0,Finnegan,N,0.02,-2,0.258,0.318,0.717,8,11,1,4.87,1
890,20,138,2023-8-30,boxscore,WSN,@,TOR,L,0,7,0.463,4,26.0,,D,0.04,1,0.257,0.317,0.715,5,12,0,4.89,0
891,21,139,2023-8-31,boxscore,WSN,,MIA,L,1,6,0.459,4,27.0,,N,0.03,-1,0.256,0.316,0.712,3,13,2,4.9,0
892,22,141,2023-9-1,boxscore,WSN,,MIA,L,5,8,0.456,5,28.0,,N,0.01,-2,0.256,0.316,0.712,8,9,1,4.9,0
893,23,142,2023-9-2,boxscore,WSN,,MIA,L,5,11,0.453,5,29.0,,D,0.01,-3,0.256,0.316,0.714,10,18,4,4.93,0
894,24,143,2023-9-3,boxscore,WSN,,MIA,L,4,6,0.449,5,29.0,Scott,D,0.0,-4,0.257,0.316,0.714,10,10,1,4.94,0
895,25,144,2023-9-5,boxscore,WSN,,NYM,L,5,11,0.446,5,29.0,,N,0.0,-5,0.256,0.316,0.713,7,11,5,4.98,0
896,26,145,2023-9-6,boxscore,WSN,,NYM,W-wo,3,2,0.45,5,28.0,,N,0.0,-6,0.256,0.317,0.712,9,8,0,4.96,0
897,27,146,2023-9-8,boxscore,WSN,,LAD,L,5,8,0.447,5,29.5,Phillips,N,0.0,1,0.256,0.316,0.712,6,10,3,4.98,0
898,28,147,2023-9-9,boxscore,WSN,,LAD,W-wo,7,6,0.451,5,28.5,,D,0.0,-1,0.256,0.316,0.711,8,9,1,4.97,0
899,29,148,2023-9-10,boxscore,WSN,,LAD,L,3,7,0.448,5,29.5,,D,0.0,1,0.256,0.316,0.71,9,14,1,4.99,0
