,level_0,index,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,W-L,Rank,GB,Save,D/N,cLI,Streak,BA,OBP,OPS,Team_Hits,Hits_allowed,HR_allowed,ERA,predict,opp_number,RA_ave,R_ave,BA_ave,OBP_ave,OPS_ave,Team_Hits_ave,Hits_allowed_ave,ERA_ave,cLI_ave
427,8.0,120.0,2023-08-12,boxscore,NYM,,ATL,L,3.0,21.0,0.448,4.0,23.5,,D,0.1,-1,0.236,0.317,0.715,6.0,22.0,6.0,4.53,0.0,1,3.4,3.4,0.23679999999999998,0.3164,0.7158,7.4,8.2,4.386,0.154
428,9.0,121.0,2023-08-12,boxscore,NYM,,ATL,L,0.0,6.0,0.444,4.0,23.5,,N,0.1,-2,0.235,0.316,0.713,5.0,7.0,1.0,4.53,0.0,1,7.2,4.0,0.23679999999999998,0.3166,0.716,7.8,11.4,4.41,0.14400000000000002
429,10.0,122.0,2023-08-13,boxscore,NYM,,ATL,W,7.0,6.0,0.449,4.0,22.5,Ottavino,N,0.05,-3,0.236,0.317,0.713,10.0,7.0,2.0,4.55,1.0,1,8.0,1.8,0.2364,0.3164,0.7152000000000001,6.4,11.0,4.438,0.134
430,11.0,123.0,2023-08-14,boxscore,NYM,,PIT,W,7.0,2.0,0.454,4.0,22.5,,N,0.06,1,0.236,0.317,0.715,9.0,5.0,0.0,4.52,1.0,21,8.6,2.8,0.23620000000000002,0.3166,0.7145999999999999,7.2,10.8,4.4719999999999995,0.10800000000000001
431,12.0,124.0,2023-08-15,boxscore,NYM,,PIT,L,4.0,7.0,0.45,4.0,23.5,Bednar,N,0.09,2,0.236,0.317,0.715,7.0,9.0,1.0,4.55,0.0,21,8.4,3.4,0.236,0.3168,0.7144,7.4,10.4,4.502,0.09
432,13.0,125.0,2023-08-16,boxscore,NYM,,PIT,W,8.0,3.0,0.455,4.0,23.5,,D,0.07,-1,0.237,0.318,0.718,9.0,7.0,1.0,4.53,1.0,21,8.4,4.2,0.23579999999999995,0.3168,0.7142,7.4,10.0,4.536,0.08
433,14.0,126.0,2023-08-17,boxscore,NYM,@,STL,W,4.0,2.0,0.459,4.0,23.0,Gott,N,0.09,1,0.236,0.318,0.719,7.0,5.0,1.0,4.51,1.0,25,4.8,5.2,0.236,0.317,0.7148,8.0,7.0,4.536,0.07400000000000001
434,15.0,127.0,2023-08-18,boxscore,NYM,@,STL,W,7.0,1.0,0.463,4.0,23.0,,N,0.12,2,0.237,0.318,0.72,13.0,6.0,0.0,4.48,1.0,25,4.0,6.0,0.23620000000000002,0.3174,0.716,8.4,6.6,4.531999999999999,0.072
435,16.0,128.0,2023-08-19,boxscore,NYM,@,STL,W,13.0,2.0,0.468,4.0,23.0,,N,0.16,3,0.238,0.319,0.723,13.0,5.0,1.0,4.46,1.0,25,3.0,6.0,0.2364,0.3176,0.7174,9.0,6.4,4.518,0.086
436,17.0,129.0,2023-08-20,boxscore,NYM,@,STL,L,3.0,7.0,0.464,4.0,23.0,,D,0.19,4,0.238,0.318,0.721,7.0,15.0,1.0,4.49,0.0,25,3.0,7.2,0.23679999999999998,0.31799999999999995,0.719,9.8,6.4,4.506,0.10600000000000001
437,18.0,130.0,2023-08-21,boxscore,NYM,@,ATL,W,10.0,4.0,0.468,4.0,22.0,,N,0.16,-1,0.239,0.319,0.724,14.0,9.0,2.0,4.48,1.0,1,3.0,7.0,0.2372,0.3182,0.7202,9.8,7.6,4.494,0.126
438,19.0,131.0,2023-08-22,boxscore,NYM,@,ATL,L,2.0,3.0,0.465,4.0,23.0,Iglesias,N,0.19,1,0.238,0.319,0.723,5.0,9.0,2.0,4.47,0.0,1,3.2,7.4,0.23759999999999998,0.3184,0.7213999999999999,10.8,8.0,4.484,0.14400000000000002
439,20.0,132.0,2023-08-23,boxscore,NYM,@,ATL,L,0.0,7.0,0.461,4.0,24.0,,N,0.12,-1,0.238,0.318,0.72,3.0,12.0,1.0,4.5,0.0,1,3.4,7.0,0.238,0.3186,0.7222,10.4,8.8,4.476000000000001,0.16399999999999998
440,21.0,133.0,2023-08-25,boxscore,NYM,,LAA,L,1.0,3.0,0.457,5.0,25.0,Estévez,N,0.08,-2,0.237,0.317,0.719,4.0,6.0,0.0,4.49,0.0,12,4.6,5.6,0.23819999999999997,0.3186,0.7222,8.4,10.0,4.48,0.16399999999999998
441,22.0,134.0,2023-08-26,boxscore,NYM,,LAA,L,3.0,5.0,0.454,5.0,26.0,Estévez,N,0.05,-3,0.237,0.317,0.719,7.0,9.0,1.0,4.49,0.0,12,4.8,3.2,0.238,0.31820000000000004,0.7213999999999999,6.6,10.2,4.486,0.148
442,23.0,135.0,2023-08-27,boxscore,NYM,,LAA,W-wo,3.0,2.0,0.458,5.0,25.0,,D,0.04,-4,0.237,0.318,0.718,9.0,4.0,1.0,4.47,0.0,12,4.4,3.2,0.2378,0.318,0.7209999999999999,6.6,9.0,4.486,0.12
443,24.0,136.0,2023-08-28,boxscore,NYM,,TEX,L,3.0,4.0,0.455,5.0,26.0,Leclerc,N,0.03,1,0.236,0.317,0.717,4.0,10.0,0.0,4.47,0.0,27,4.0,1.8,0.23739999999999997,0.31779999999999997,0.7198,5.6,8.0,4.484,0.096
444,25.0,137.0,2023-08-29,boxscore,NYM,,TEX,L,1.0,2.0,0.451,5.0,27.0,Chapman,N,0.02,-1,0.236,0.316,0.716,7.0,6.0,1.0,4.45,0.0,27,4.2,2.0,0.23700000000000002,0.3174,0.7186,5.4,8.2,4.484,0.064
445,26.0,138.0,2023-08-30,boxscore,NYM,,TEX,W-wo,6.0,5.0,0.455,5.0,27.0,,N,0.02,-2,0.237,0.317,0.718,11.0,7.0,1.0,4.45,0.0,27,3.2,2.2,0.23659999999999998,0.317,0.7178,6.2,7.0,4.473999999999999,0.044
446,27.0,140.0,2023-09-01,boxscore,NYM,,SEA,W,2.0,1.0,0.459,4.0,27.5,Smith,N,0.02,1,0.237,0.317,0.718,9.0,7.0,1.0,4.42,1.0,23,3.6,3.2,0.23659999999999998,0.317,0.7176,7.6,7.2,4.466,0.03200000000000001
447,28.0,141.0,2023-09-02,boxscore,NYM,,SEA,L,7.0,8.0,0.456,4.0,28.5,,N,0.03,2,0.238,0.318,0.721,13.0,10.0,3.0,4.44,0.0,23,2.8,3.0,0.23659999999999998,0.317,0.7173999999999999,8.0,6.8,4.452,0.026000000000000002
448,29.0,142.0,2023-09-03,boxscore,NYM,,SEA,W,6.0,3.0,0.46,4.0,27.5,Ottavino,D,0.02,-1,0.238,0.318,0.723,10.0,6.0,2.0,4.43,1.0,23,4.0,3.8,0.23679999999999998,0.317,0.718,8.8,8.0,4.446,0.024
449,,,2023-09-06,,NYM,,WSN,,,,0.46,,,,,,-1,,,,,,,,,29,3.8,4.4,0.2372,0.3172,0.7192000000000001,10.0,7.2,4.438000000000001,0.022
450,5.0,117.0,2023-08-07,boxscore,NYY,@,CHW,L,1.0,5.0,0.513,5.0,12.5,Shaw,N,0.48,-1,0.231,0.304,0.709,6.0,6.0,1.0,3.95,0.0,5,4.4,4.8,0.2306,0.3026,0.7076,8.6,6.4,3.918,0.7
451,6.0,118.0,2023-08-08,boxscore,NYY,@,CHW,W,7.0,1.0,0.518,4.0,11.5,,N,0.44,-2,0.232,0.306,0.711,13.0,6.0,1.0,3.93,1.0,5,5.0,3.6,0.2306,0.303,0.7081999999999999,7.2,6.4,3.9259999999999997,0.686
452,7.0,119.0,2023-08-09,boxscore,NYY,@,CHW,L,2.0,9.0,0.513,5.0,11.5,Santos,N,0.51,1,0.232,0.306,0.711,6.0,11.0,1.0,3.97,0.0,5,4.6,4.2,0.231,0.3038,0.7091999999999999,8.8,5.8,3.932,0.636
453,8.0,120.0,2023-08-11,boxscore,NYY,@,MIA,W,9.0,4.0,0.517,5.0,11.0,,N,0.4,-1,0.233,0.308,0.714,14.0,6.0,1.0,3.97,1.0,14,5.0,4.0,0.2314,0.30460000000000004,0.71,8.4,6.2,3.94,0.5740000000000001
454,9.0,121.0,2023-08-12,boxscore,NYY,@,MIA,L,1.0,3.0,0.513,5.0,12.0,,D,0.47,1,0.232,0.307,0.711,5.0,8.0,1.0,3.97,0.0,14,5.6,5.2,0.2318,0.3056,0.711,9.4,7.0,3.9539999999999997,0.518
455,10.0,122.0,2023-08-13,boxscore,NYY,@,MIA,L-wo,7.0,8.0,0.508,5.0,13.0,,D,0.42,-1,0.232,0.307,0.711,6.0,11.0,0.0,4.0,0.0,14,4.4,4.0,0.23200000000000004,0.3062,0.7112,8.8,7.4,3.9580000000000006,0.45999999999999996
456,11.0,123.0,2023-08-14,boxscore,NYY,@,ATL,L,3.0,11.0,0.504,5.0,14.0,,N,0.34,-2,0.233,0.307,0.712,11.0,15.0,2.0,4.06,0.0,1,5.0,5.2,0.23220000000000002,0.3068,0.7116,8.8,8.4,3.968,0.44799999999999995
457,12.0,124.0,2023-08-15,boxscore,NYY,@,ATL,L,0.0,5.0,0.5,5.0,14.0,,N,0.31,-3,0.232,0.307,0.709,1.0,6.0,2.0,4.06,0.0,1,7.0,4.4,0.2324,0.307,0.7118,8.4,10.2,3.9939999999999998,0.42800000000000005
458,13.0,125.0,2023-08-16,boxscore,NYY,@,ATL,L,0.0,2.0,0.496,5.0,14.0,Iglesias,N,0.23,-4,0.231,0.306,0.706,4.0,3.0,1.0,4.04,0.0,1,6.2,4.0,0.23240000000000002,0.30720000000000003,0.7114,7.4,9.2,4.012,0.388
459,14.0,126.0,2023-08-18,boxscore,NYY,,BOS,L,3.0,8.0,0.492,5.0,15.0,,N,0.19,-5,0.231,0.306,0.706,10.0,12.0,1.0,4.07,0.0,3,5.8,2.2,0.23200000000000004,0.3068,0.7098,5.4,8.6,4.026000000000001,0.354
460,15.0,127.0,2023-08-19,boxscore,NYY,,BOS,L,1.0,8.0,0.488,5.0,16.0,,D,0.14,-6,0.23,0.305,0.703,2.0,12.0,3.0,4.09,0.0,3,6.8,2.6,0.2318,0.3066,0.7088,6.4,9.4,4.045999999999999,0.298
461,16.0,128.0,2023-08-20,boxscore,NYY,,BOS,L,5.0,6.0,0.484,5.0,17.0,Jansen,D,0.09,-7,0.23,0.305,0.705,8.0,9.0,2.0,4.11,0.0,3,6.8,1.4,0.2314,0.30619999999999997,0.7071999999999999,5.6,9.6,4.064,0.242
462,17.0,129.0,2023-08-22,boxscore,NYY,,WSN,L,1.0,2.0,0.48,5.0,17.0,Finnegan,N,0.04,-8,0.229,0.305,0.703,2.0,7.0,2.0,4.09,0.0,29,5.8,1.8,0.23080000000000003,0.30579999999999996,0.7058,5.0,8.4,4.074,0.192
463,18.0,130.0,2023-08-23,boxscore,NYY,,WSN,W,9.0,1.0,0.484,5.0,17.0,,N,0.02,-9,0.229,0.304,0.704,8.0,3.0,1.0,4.07,1.0,29,5.2,2.0,0.23020000000000002,0.3054,0.7045999999999999,5.2,8.6,4.08,0.13799999999999998
464,19.0,131.0,2023-08-24,boxscore,NYY,,WSN,L,5.0,6.0,0.48,5.0,18.0,Finnegan,D,0.03,1,0.23,0.305,0.707,12.0,9.0,2.0,4.07,0.0,29,5.0,3.8,0.2298,0.305,0.7041999999999999,6.0,8.6,4.086,0.096
465,20.0,132.0,2023-08-25,boxscore,NYY,@,TBR,W,6.0,2.0,0.484,5.0,18.0,,N,0.04,-1,0.23,0.305,0.709,11.0,4.0,1.0,4.05,1.0,26,4.6,4.2,0.22960000000000003,0.3048,0.7043999999999999,6.4,8.0,4.086,0.06400000000000002
466,21.0,133.0,2023-08-26,boxscore,NYY,@,TBR,L,0.0,3.0,0.481,5.0,19.0,Fairbanks,D,0.05,1,0.229,0.304,0.705,2.0,7.0,0.0,4.03,0.0,26,3.4,5.2,0.22960000000000003,0.3048,0.7056,8.2,6.4,4.078,0.044
467,22.0,134.0,2023-08-27,boxscore,NYY,@,TBR,L,4.0,7.0,0.477,5.0,19.0,Adam,D,0.02,-1,0.229,0.303,0.705,4.0,10.0,1.0,4.05,0.0,26,2.8,4.2,0.2294,0.30460000000000004,0.7055999999999999,7.0,6.0,4.061999999999999,0.036
468,23.0,135.0,2023-08-28,boxscore,NYY,@,DET,W,4.0,1.0,0.481,5.0,19.0,,N,0.01,-2,0.228,0.304,0.705,7.0,7.0,1.0,4.03,1.0,9,3.8,4.8,0.2294,0.30419999999999997,0.706,7.4,6.6,4.054,0.032
469,24.0,136.0,2023-08-29,boxscore,NYY,@,DET,W,4.0,2.0,0.485,5.0,19.0,,N,0.01,1,0.228,0.303,0.705,6.0,7.0,0.0,4.02,1.0,9,3.8,3.8,0.2292,0.30419999999999997,0.7061999999999999,7.2,7.4,4.046,0.030000000000000006
470,25.0,137.0,2023-08-30,boxscore,NYY,@,DET,W,6.0,2.0,0.489,5.0,18.0,Hamilton,N,0.02,2,0.228,0.304,0.707,8.0,4.0,2.0,4.0,1.0,9,3.0,3.6,0.22880000000000003,0.30379999999999996,0.7058,6.0,7.0,4.036,0.026000000000000002
471,26.0,138.0,2023-08-31,boxscore,NYY,@,DET,L-wo,3.0,4.0,0.485,5.0,18.5,,D,0.03,3,0.228,0.303,0.705,5.0,8.0,1.0,3.99,0.0,9,3.0,3.6,0.22840000000000002,0.3036,0.7053999999999999,5.4,7.0,4.026000000000001,0.022
472,27.0,140.0,2023-09-01,boxscore,NYY,@,HOU,W,6.0,2.0,0.489,5.0,17.5,,N,0.02,-1,0.228,0.303,0.707,8.0,4.0,1.0,3.98,1.0,10,3.2,4.2,0.22820000000000001,0.3034,0.7054,6.0,7.2,4.018,0.018
473,28.0,141.0,2023-09-02,boxscore,NYY,@,HOU,W,5.0,4.0,0.493,5.0,17.5,Holmes,N,0.04,1,0.228,0.303,0.707,8.0,9.0,2.0,3.98,1.0,10,2.2,4.6,0.228,0.3034,0.7058,6.8,6.0,4.004,0.018
474,29.0,142.0,2023-09-03,boxscore,NYY,@,HOU,W,6.0,1.0,0.496,5.0,17.5,,N,0.05,2,0.228,0.303,0.707,8.0,7.0,0.0,3.95,1.0,10,2.8,4.8,0.228,0.3032,0.7061999999999999,7.0,6.4,3.9939999999999998,0.024
475,5.0,118.0,2023-08-08,boxscore,OAK,,TEX,L,1.0,6.0,0.281,5.0,36.0,,N,0.0,-1,0.222,0.301,0.662,3.0,13.0,1.0,5.83,0.0,27,6.0,3.2,0.2226,0.30179999999999996,0.6628000000000001,6.8,9.2,5.854,0.0
476,6.0,119.0,2023-08-09,boxscore,OAK,,TEX,W,2.0,0.0,0.287,5.0,35.0,May,D,0.0,-2,0.222,0.301,0.662,7.0,4.0,0.0,5.77,1.0,27,5.2,3.2,0.22240000000000001,0.3016,0.6628000000000001,6.2,9.2,5.845999999999999,0.0
477,7.0,120.0,2023-08-11,boxscore,OAK,@,WSN,L,2.0,8.0,0.284,5.0,36.0,,N,0.0,1,0.222,0.3,0.66,6.0,12.0,3.0,5.8,0.0,29,3.6,3.2,0.22240000000000001,0.3014,0.6628000000000001,6.6,7.2,5.822,0.0
478,8.0,121.0,2023-08-12,boxscore,OAK,@,WSN,L-wo,2.0,3.0,0.282,5.0,37.0,,N,0.0,-1,0.221,0.3,0.66,7.0,9.0,1.0,5.78,0.0,29,5.0,3.2,0.22240000000000001,0.30119999999999997,0.6626000000000001,6.6,9.0,5.811999999999999,0.0
479,9.0,122.0,2023-08-13,boxscore,OAK,@,WSN,L-wo,7.0,8.0,0.28,5.0,37.0,,D,0.0,-2,0.222,0.3,0.663,11.0,14.0,0.0,5.78,0.0,29,4.4,2.0,0.22200000000000003,0.30079999999999996,0.6616000000000001,5.8,9.0,5.8,0.0
480,10.0,123.0,2023-08-14,boxscore,OAK,@,STL,L,5.0,7.0,0.277,5.0,38.0,,N,0.0,-3,0.222,0.3,0.663,8.0,8.0,1.0,5.79,0.0,25,5.0,2.8,0.2218,0.3004,0.6614000000000001,6.8,10.4,5.792,0.0
481,11.0,124.0,2023-08-15,boxscore,OAK,@,STL,L,2.0,6.0,0.275,5.0,39.0,,N,0.0,-4,0.222,0.3,0.662,6.0,14.0,3.0,5.8,0.0,25,5.2,3.6,0.2218,0.3002,0.6616000000000001,7.8,9.4,5.784000000000001,0.0
482,12.0,125.0,2023-08-16,boxscore,OAK,@,STL,W,8.0,0.0,0.281,5.0,38.0,,N,0.0,-5,0.223,0.301,0.665,14.0,9.0,0.0,5.75,1.0,25,6.4,3.6,0.2218,0.3,0.6616,7.6,11.4,5.79,0.0
483,13.0,126.0,2023-08-18,boxscore,OAK,,BAL,L,4.0,9.0,0.279,5.0,38.0,,N,0.0,1,0.224,0.301,0.666,12.0,16.0,1.0,5.77,0.0,2,4.8,4.8,0.22200000000000003,0.3002,0.6626,9.2,10.8,5.78,0.0
484,14.0,127.0,2023-08-19,boxscore,OAK,,BAL,L,2.0,7.0,0.276,5.0,38.0,,N,0.0,-1,0.224,0.301,0.666,6.0,9.0,2.0,5.76,0.0,2,6.0,5.2,0.2226,0.3004,0.6638000000000001,10.2,12.2,5.7780000000000005,0.0
485,15.0,128.0,2023-08-20,boxscore,OAK,,BAL,L,1.0,12.0,0.274,5.0,38.0,,D,0.0,-2,0.223,0.301,0.664,4.0,17.0,3.0,5.81,0.0,2,5.8,4.2,0.223,0.3006,0.6644,9.2,11.2,5.773999999999999,0.0
486,16.0,129.0,2023-08-21,boxscore,OAK,,KCR,W-wo,6.0,4.0,0.28,5.0,37.0,,N,0.0,-3,0.224,0.301,0.668,10.0,6.0,1.0,5.79,0.0,11,6.8,3.4,0.2232,0.3008,0.6646000000000001,8.4,13.0,5.7780000000000005,0.0
487,17.0,130.0,2023-08-22,boxscore,OAK,,KCR,W,5.0,4.0,0.286,5.0,36.0,May,N,0.0,1,0.224,0.301,0.668,7.0,6.0,0.0,5.78,1.0,11,6.4,4.2,0.22360000000000002,0.301,0.6658000000000002,9.2,11.4,5.776,0.0
488,18.0,131.0,2023-08-23,boxscore,OAK,,KCR,L,0.0,4.0,0.283,5.0,36.5,Hernández,D,0.0,2,0.223,0.3,0.665,2.0,5.0,2.0,5.76,0.0,11,7.2,3.6,0.2238,0.301,0.6664000000000001,7.8,10.8,5.781999999999999,0.0
489,19.0,132.0,2023-08-24,boxscore,OAK,@,CHW,W,8.0,5.0,0.289,5.0,35.5,May,N,0.0,-1,0.223,0.3,0.668,9.0,12.0,3.0,5.76,1.0,5,6.2,2.8,0.22360000000000002,0.3008,0.6662,5.8,8.6,5.779999999999999,0.0
490,20.0,133.0,2023-08-25,boxscore,OAK,@,CHW,W,12.0,4.0,0.295,5.0,34.5,,N,0.0,1,0.224,0.302,0.671,15.0,6.0,2.0,5.73,1.0,5,5.8,4.0,0.2234,0.30060000000000003,0.6666000000000001,6.4,9.2,5.779999999999999,0.0
491,21.0,134.0,2023-08-26,boxscore,OAK,@,CHW,L,2.0,6.0,0.292,5.0,35.5,,N,0.0,2,0.224,0.302,0.67,4.0,9.0,3.0,5.74,0.0,5,4.2,6.2,0.22360000000000002,0.30079999999999996,0.6679999999999999,8.6,7.0,5.764,0.0
492,22.0,135.0,2023-08-27,boxscore,OAK,@,CHW,L,1.0,6.0,0.29,5.0,36.5,,D,0.0,-1,0.223,0.301,0.667,2.0,13.0,0.0,5.73,0.0,5,4.6,5.4,0.22360000000000002,0.301,0.6684,7.4,7.6,5.754,0.0
493,23.0,136.0,2023-08-28,boxscore,OAK,@,SEA,L,0.0,7.0,0.288,5.0,37.5,,N,0.0,-2,0.222,0.301,0.665,4.0,14.0,2.0,5.74,0.0,23,5.0,4.6,0.2234,0.301,0.6682,6.4,9.0,5.744000000000001,0.0
494,24.0,137.0,2023-08-29,boxscore,OAK,@,SEA,W,3.0,1.0,0.293,5.0,36.5,May,N,0.0,-3,0.223,0.3,0.666,9.0,4.0,0.0,5.71,1.0,23,5.6,4.6,0.2232,0.30119999999999997,0.6682,6.8,10.8,5.74,0.0
495,25.0,138.0,2023-08-30,boxscore,OAK,@,SEA,L,4.0,5.0,0.291,5.0,37.5,Muñoz,D,0.0,1,0.223,0.3,0.666,9.0,6.0,1.0,5.71,0.0,23,4.8,3.6,0.2232,0.3012,0.6678000000000001,6.8,9.2,5.73,0.0
496,26.0,140.0,2023-09-01,boxscore,OAK,,LAA,W,9.0,2.0,0.296,5.0,36.5,,N,0.0,-1,0.224,0.301,0.67,14.0,7.0,1.0,5.68,1.0,12,5.0,2.0,0.223,0.3008,0.6668000000000001,5.6,9.2,5.726000000000001,0.0
497,27.0,141.0,2023-09-02,boxscore,OAK,,LAA,W,2.0,1.0,0.301,5.0,36.5,May,D,0.0,1,0.224,0.301,0.669,5.0,6.0,0.0,5.64,1.0,12,4.2,3.4,0.223,0.3006,0.6668000000000001,7.6,8.8,5.714,0.0
498,28.0,142.0,2023-09-03,boxscore,OAK,,LAA,W,10.0,6.0,0.307,5.0,35.5,May,D,0.0,2,0.224,0.301,0.671,10.0,9.0,2.0,5.64,1.0,12,3.2,3.6,0.2232,0.30060000000000003,0.6672,8.2,7.4,5.696,0.0
499,29.0,143.0,2023-09-04,boxscore,OAK,,TOR,L,5.0,6.0,0.304,5.0,35.5,,D,0.0,3,0.224,0.301,0.672,8.0,8.0,0.0,5.63,0.0,28,3.0,5.6,0.22360000000000002,0.3006,0.6684000000000001,9.4,6.4,5.676,0.0
500,5.0,117.0,2023-08-08,boxscore,PHI,,WSN,W,8.0,4.0,0.549,2.0,10.5,,N,1.02,2,0.256,0.322,0.74,10.0,11.0,2.0,4.0,1.0,29,5.6,6.8,0.2538,0.3214,0.7338,10.4,8.8,3.982,1.1099999999999999
501,6.0,118.0,2023-08-08,boxscore,PHI,,WSN,L,4.0,5.0,0.544,2.0,10.5,Finnegan,N,0.95,3,0.255,0.322,0.74,8.0,8.0,3.0,4.01,0.0,29,4.6,6.8,0.2542,0.3216,0.7352,10.0,8.4,3.9879999999999995,1.072
502,7.0,119.0,2023-08-09,boxscore,PHI,,WSN,W,7.0,0.0,0.548,2.0,10.5,,N,0.98,-1,0.256,0.322,0.741,8.0,0.0,0.0,3.98,1.0,29,5.2,6.8,0.2546,0.3218,0.737,10.4,8.6,3.998,1.014
503,8.0,120.0,2023-08-10,boxscore,PHI,,WSN,W,6.0,2.0,0.552,2.0,9.5,,N,0.89,1,0.255,0.323,0.743,6.0,10.0,0.0,3.96,1.0,29,3.8,7.2,0.2552,0.322,0.7388,10.2,6.4,3.9979999999999998,0.994
504,9.0,121.0,2023-08-11,boxscore,PHI,,MIN,W,13.0,2.0,0.556,2.0,9.5,,N,0.85,2,0.257,0.325,0.748,15.0,7.0,2.0,3.94,1.0,16,3.0,6.6,0.2554,0.3222,0.7404,8.8,7.2,3.9899999999999998,0.974
505,10.0,122.0,2023-08-12,boxscore,PHI,,MIN,L,1.0,8.0,0.551,2.0,11.0,,N,0.79,3,0.257,0.324,0.747,9.0,11.0,4.0,3.98,0.0,16,2.6,7.6,0.2558,0.32280000000000003,0.7424,9.4,7.2,3.978,0.938
506,11.0,123.0,2023-08-13,boxscore,PHI,,MIN,L,0.0,3.0,0.546,2.0,11.0,Duran,D,0.84,-1,0.256,0.324,0.745,5.0,10.0,1.0,3.97,0.0,16,3.4,6.2,0.25600000000000006,0.32320000000000004,0.7438,9.2,7.2,3.974,0.892
507,12.0,124.0,2023-08-15,boxscore,PHI,@,TOR,L,1.0,2.0,0.542,2.0,12.5,Romano,N,0.86,-2,0.255,0.323,0.742,4.0,4.0,0.0,3.95,0.0,28,3.0,5.4,0.25620000000000004,0.3236,0.7447999999999999,8.6,7.6,3.9659999999999997,0.8699999999999999
508,13.0,125.0,2023-08-16,boxscore,PHI,@,TOR,W,9.0,4.0,0.545,2.0,12.5,,N,0.9,-3,0.255,0.323,0.744,11.0,5.0,1.0,3.96,1.0,28,3.4,4.2,0.256,0.3238,0.7449999999999999,7.8,8.4,3.96,0.8460000000000001
509,14.0,126.0,2023-08-18,boxscore,PHI,@,WSN,L,7.0,8.0,0.541,2.0,13.5,Finnegan,N,0.8,1,0.256,0.323,0.745,10.0,13.0,1.0,3.98,0.0,29,3.8,4.8,0.25599999999999995,0.3238,0.7452,8.8,7.4,3.96,0.8480000000000001
510,15.0,127.0,2023-08-19,boxscore,PHI,@,WSN,W,12.0,3.0,0.545,2.0,13.5,,D,0.85,-1,0.257,0.325,0.75,16.0,9.0,0.0,3.97,1.0,29,5.0,3.6,0.25579999999999997,0.3234,0.7445999999999999,7.8,8.6,3.968,0.8380000000000001
511,16.0,128.0,2023-08-20,boxscore,PHI,@,WSN,L,3.0,4.0,0.54,2.0,13.5,Finnegan,N,0.76,1,0.256,0.324,0.748,6.0,9.0,0.0,3.97,0.0,29,4.0,5.8,0.25579999999999997,0.3236,0.7452,9.2,8.2,3.966,0.85
512,17.0,129.0,2023-08-21,boxscore,PHI,,SFG,W,10.0,4.0,0.544,2.0,12.5,,N,1.05,-1,0.258,0.325,0.754,16.0,9.0,2.0,3.97,1.0,24,4.2,6.4,0.2558,0.3236,0.7458,9.4,8.0,3.966,0.834
513,18.0,130.0,2023-08-22,boxscore,PHI,,SFG,W-wo,4.0,3.0,0.548,2.0,12.5,,N,0.93,1,0.258,0.326,0.754,9.0,8.0,0.0,3.96,0.0,24,4.6,8.2,0.2564,0.324,0.7482,11.8,9.0,3.97,0.8720000000000001
514,19.0,131.0,2023-08-23,boxscore,PHI,,SFG,L,6.0,8.0,0.543,2.0,13.5,Walker,D,0.89,2,0.258,0.326,0.755,10.0,14.0,2.0,3.98,0.0,24,4.4,7.2,0.257,0.3246,0.7502,11.4,9.6,3.97,0.8780000000000001
515,20.0,132.0,2023-08-25,boxscore,PHI,,STL,W,7.0,2.0,0.547,2.0,13.5,,N,0.92,-1,0.258,0.326,0.757,11.0,5.0,1.0,3.96,1.0,25,4.4,7.0,0.25739999999999996,0.32520000000000004,0.7522,11.4,9.8,3.97,0.8960000000000001
516,21.0,133.0,2023-08-26,boxscore,PHI,,STL,W,12.0,1.0,0.55,2.0,13.5,,N,0.77,1,0.259,0.327,0.761,12.0,3.0,1.0,3.94,1.0,25,4.2,6.0,0.2576,0.3254,0.7536,10.4,9.0,3.968,0.9100000000000001
517,22.0,134.0,2023-08-27,boxscore,PHI,,STL,W,3.0,0.0,0.554,2.0,12.5,Kimbrel,D,0.64,2,0.26,0.327,0.762,11.0,2.0,0.0,3.91,1.0,25,3.6,7.8,0.2582,0.326,0.7562,11.6,7.8,3.9620000000000006,0.9120000000000001
518,23.0,135.0,2023-08-28,boxscore,PHI,,LAA,W,6.0,4.0,0.557,2.0,12.5,Kimbrel,N,0.58,3,0.259,0.328,0.763,7.0,11.0,0.0,3.91,1.0,12,2.8,6.4,0.25860000000000005,0.3264,0.7578,10.6,6.4,3.95,0.8300000000000001
519,24.0,136.0,2023-08-29,boxscore,PHI,,LAA,W,12.0,7.0,0.561,2.0,12.5,,N,0.45,4,0.26,0.328,0.767,13.0,11.0,3.0,3.92,1.0,12,3.0,6.8,0.25880000000000003,0.32680000000000003,0.7596,10.2,7.0,3.94,0.76
520,25.0,137.0,2023-08-30,boxscore,PHI,,LAA,L,8.0,10.0,0.556,2.0,13.5,Estévez,D,0.4,5,0.261,0.329,0.768,11.0,12.0,2.0,3.95,0.0,12,2.8,8.0,0.2592,0.32720000000000005,0.762,10.8,6.4,3.928,0.6719999999999999
521,26.0,139.0,2023-09-01,boxscore,PHI,@,MIL,L,5.0,7.0,0.552,2.0,15.0,,N,0.44,-1,0.26,0.328,0.767,5.0,7.0,1.0,3.96,0.0,15,4.4,8.2,0.2598,0.3278,0.7642,10.8,7.8,3.9259999999999997,0.5680000000000001
