,level_0,index,Date,Unnamed: 2,Tm,Unnamed: 4,Opp,W/L,R,RA,W-L,Rank,GB,Save,D/N,cLI,Streak,BA,OBP,OPS,Team_Hits,Hits_allowed,HR_allowed,ERA,predict,opp_number,RA_ave,R_ave,BA_ave,OBP_ave,OPS_ave,Team_Hits_ave,Hits_allowed_ave,ERA_ave,cLI_ave
0,5.0,118.0,2023-08-08,boxscore,ARI,,LAD,L,4.0,5.0,0.5,3.0,10.0,Phillips,N,0.99,-6,0.254,0.323,0.742,10.0,9.0,0.0,4.66,0.0,13,5.0,1.6,0.2544,0.32280000000000003,0.7444,6.6,8.4,4.618,1.248
1,6.0,119.0,2023-08-09,boxscore,ARI,,LAD,L,0.0,2.0,0.496,3.0,11.0,Phillips,N,0.85,-7,0.253,0.322,0.74,4.0,8.0,0.0,4.64,0.0,13,5.2,2.0,0.2542,0.32280000000000003,0.7432000000000001,7.6,8.2,4.628,1.1320000000000001
2,7.0,120.0,2023-08-11,boxscore,ARI,,SDP,L,5.0,10.0,0.491,3.0,12.5,,N,0.72,-8,0.252,0.322,0.739,5.0,14.0,2.0,4.68,0.0,22,5.4,2.0,0.2538,0.3226,0.7422000000000001,7.2,9.4,4.638,1.012
3,8.0,121.0,2023-08-12,boxscore,ARI,,SDP,W,3.0,0.0,0.496,3.0,12.5,Sewald,N,0.62,-9,0.253,0.322,0.74,10.0,5.0,0.0,4.64,1.0,22,6.8,2.6,0.2532,0.3224,0.7412,6.4,10.8,4.6579999999999995,0.9259999999999999
4,9.0,122.0,2023-08-13,boxscore,ARI,,SDP,W,5.0,4.0,0.5,3.0,12.5,Sewald,D,0.68,1,0.253,0.323,0.742,10.0,11.0,0.0,4.64,1.0,22,4.4,3.0,0.2532,0.32239999999999996,0.7407999999999999,8.0,8.4,4.656000000000001,0.8400000000000001
5,10.0,123.0,2023-08-14,boxscore,ARI,@,COL,L,4.0,6.0,0.496,3.0,13.0,Lawrence,N,0.69,2,0.252,0.321,0.74,5.0,11.0,2.0,4.65,0.0,8,4.2,3.4,0.253,0.3224,0.7405999999999999,7.8,9.4,4.651999999999999,0.772
6,11.0,124.0,2023-08-15,boxscore,ARI,@,COL,W,8.0,5.0,0.5,3.0,13.0,Sewald,N,0.61,-1,0.253,0.322,0.742,14.0,10.0,1.0,4.66,1.0,8,4.4,3.4,0.2526,0.322,0.7402,6.8,9.8,4.65,0.712
7,12.0,125.0,2023-08-16,boxscore,ARI,@,COL,W,9.0,7.0,0.504,3.0,13.0,Sewald,D,0.77,1,0.254,0.324,0.745,12.0,13.0,2.0,4.68,1.0,8,5.0,5.0,0.2526,0.32199999999999995,0.7406,8.8,10.2,4.654,0.6639999999999999
8,13.0,126.0,2023-08-17,boxscore,ARI,@,SDP,W,3.0,1.0,0.508,3.0,13.0,Martinez,N,0.89,2,0.253,0.323,0.743,3.0,3.0,0.0,4.64,1.0,22,4.4,5.8,0.253,0.32239999999999996,0.7417999999999999,10.2,10.0,4.654,0.674
9,14.0,127.0,2023-08-18,boxscore,ARI,@,SDP,L,0.0,4.0,0.504,3.0,13.0,,N,0.97,3,0.253,0.322,0.741,6.0,4.0,1.0,4.64,0.0,22,4.6,5.8,0.253,0.3226,0.7424000000000001,8.8,9.6,4.654,0.728
10,15.0,128.0,2023-08-19,boxscore,ARI,@,SDP,W,6.0,4.0,0.508,3.0,13.0,Sewald,D,0.92,-1,0.253,0.323,0.742,9.0,7.0,3.0,4.64,1.0,22,4.6,4.8,0.253,0.3224,0.7422000000000001,8.0,8.2,4.654000000000001,0.7859999999999999
11,16.0,129.0,2023-08-19,boxscore,ARI,@,SDP,W,8.0,1.0,0.512,3.0,13.0,,N,1.01,1,0.254,0.323,0.743,13.0,5.0,1.0,4.61,1.0,22,4.2,5.2,0.2532,0.3228,0.7426,8.8,7.4,4.651999999999999,0.8320000000000001
12,17.0,130.0,2023-08-21,boxscore,ARI,,TEX,W-wo,4.0,3.0,0.516,3.0,12.5,,N,1.04,2,0.253,0.323,0.742,7.0,5.0,1.0,4.58,0.0,27,3.4,5.2,0.25339999999999996,0.323,0.7428,8.6,6.4,4.642,0.9120000000000001
13,18.0,131.0,2023-08-22,boxscore,ARI,,TEX,W,6.0,3.0,0.52,2.0,11.5,Sewald,N,1.09,3,0.254,0.323,0.742,9.0,13.0,1.0,4.57,1.0,27,2.6,4.2,0.2532,0.32280000000000003,0.7422000000000001,7.6,4.8,4.622,0.966
14,19.0,132.0,2023-08-24,boxscore,ARI,,CIN,W,3.0,2.0,0.523,2.0,12.0,Sewald,N,1.34,4,0.254,0.324,0.742,10.0,3.0,1.0,4.55,1.0,6,3.0,4.8,0.25339999999999996,0.3228,0.742,8.8,6.8,4.608,1.006
15,20.0,133.0,2023-08-25,boxscore,ARI,,CIN,W,10.0,8.0,0.527,2.0,12.0,Ginkel,N,1.36,5,0.254,0.325,0.744,10.0,8.0,3.0,4.57,1.0,6,2.6,5.4,0.2536,0.32320000000000004,0.7422000000000001,9.6,6.6,4.59,1.08
16,21.0,134.0,2023-08-26,boxscore,ARI,,CIN,L,7.0,8.0,0.523,2.0,12.0,Sims,N,1.43,6,0.254,0.324,0.743,8.0,13.0,1.0,4.58,0.0,6,3.4,6.2,0.2538,0.3236,0.7426,9.8,6.8,4.5760000000000005,1.1680000000000001
17,22.0,135.0,2023-08-27,boxscore,ARI,,CIN,W,5.0,2.0,0.527,2.0,12.0,Thompson,D,1.43,-1,0.254,0.325,0.744,8.0,4.0,0.0,4.56,1.0,6,4.8,6.0,0.2538,0.3238,0.7426,8.8,8.4,4.57,1.252
18,23.0,136.0,2023-08-28,boxscore,ARI,@,LAD,L,4.0,7.0,0.523,2.0,13.0,Ferguson,N,1.13,1,0.254,0.324,0.744,8.0,11.0,4.0,4.58,0.0,13,4.6,6.2,0.254,0.3242,0.743,9.0,8.2,4.566,1.33
19,24.0,137.0,2023-08-29,boxscore,ARI,@,LAD,L,1.0,9.0,0.519,3.0,14.0,,N,1.13,-1,0.254,0.324,0.743,6.0,16.0,2.0,4.62,0.0,13,5.4,5.8,0.254,0.3244,0.7434,8.8,7.8,4.568,1.3379999999999999
20,25.0,138.0,2023-08-30,boxscore,ARI,@,LAD,L,0.0,7.0,0.515,3.0,15.0,Yarbrough,N,1.09,-2,0.253,0.323,0.741,6.0,11.0,2.0,4.63,0.0,13,6.8,5.4,0.254,0.3244,0.7436,8.0,10.4,4.582,1.2959999999999998
21,26.0,140.0,2023-09-01,boxscore,ARI,,BAL,W,4.0,2.0,0.519,2.0,13.5,Sewald,N,1.05,-3,0.254,0.324,0.742,10.0,8.0,0.0,4.61,1.0,2,6.6,3.4,0.2538,0.324,0.743,7.2,11.0,4.593999999999999,1.2419999999999998
22,27.0,141.0,2023-09-02,boxscore,ARI,,BAL,L,3.0,7.0,0.515,2.0,13.5,,N,1.14,1,0.253,0.323,0.741,5.0,11.0,2.0,4.63,0.0,2,5.4,2.8,0.2538,0.324,0.7427999999999999,7.6,10.0,4.6,1.166
23,28.0,142.0,2023-09-03,boxscore,ARI,,BAL,L,5.0,8.0,0.511,2.0,14.5,,D,1.08,-1,0.253,0.323,0.741,9.0,14.0,0.0,4.65,0.0,2,6.4,2.4,0.2536,0.3236,0.7422,7.0,11.4,4.614,1.108
24,29.0,143.0,2023-09-04,boxscore,ARI,,COL,W,4.0,2.0,0.514,2.0,14.0,Sewald,D,1.0,-2,0.253,0.322,0.74,6.0,5.0,0.0,4.64,1.0,8,6.6,2.6,0.25339999999999996,0.3234,0.7415999999999999,7.2,12.0,4.628,1.098
25,5.0,116.0,2023-08-09,boxscore,ATL,@,PIT,W,6.0,5.0,0.643,1.0,up10.5,Iglesias,N,0.23,1,0.272,0.342,0.841,15.0,10.0,1.0,3.92,1.0,21,5.4,6.4,0.2702,0.34,0.8390000000000001,11.0,7.8,3.8600000000000003,0.23399999999999999
26,6.0,117.0,2023-08-10,boxscore,ATL,@,PIT,L,5.0,7.0,0.637,1.0,up 9.5,Holderman,D,0.23,2,0.273,0.342,0.841,12.0,10.0,0.0,3.95,0.0,21,6.4,6.0,0.27060000000000006,0.34060000000000007,0.8394,11.8,9.0,3.882,0.22999999999999998
27,7.0,118.0,2023-08-11,boxscore,ATL,@,NYM,W,7.0,0.0,0.64,1.0,up 9.5,,N,0.27,-1,0.273,0.342,0.84,11.0,7.0,0.0,3.92,1.0,17,6.2,5.8,0.2712,0.341,0.8398,12.2,9.0,3.906,0.242
28,8.0,119.0,2023-08-12,boxscore,ATL,@,NYM,W,21.0,3.0,0.643,1.0,up11.0,,D,0.25,1,0.275,0.344,0.848,22.0,6.0,1.0,3.91,1.0,17,5.0,6.4,0.2718,0.34140000000000004,0.8400000000000001,12.4,9.0,3.918,0.258
29,9.0,120.0,2023-08-12,boxscore,ATL,@,NYM,W,6.0,0.0,0.647,1.0,up11.0,,N,0.25,2,0.275,0.344,0.846,7.0,5.0,0.0,3.87,1.0,17,4.2,9.4,0.27280000000000004,0.34219999999999995,0.842,14.8,8.4,3.9219999999999997,0.258
30,10.0,121.0,2023-08-13,boxscore,ATL,@,NYM,L,6.0,7.0,0.641,1.0,up11.0,Ottavino,N,0.15,3,0.274,0.344,0.845,7.0,10.0,0.0,3.9,0.0,17,3.0,9.0,0.27359999999999995,0.3428,0.8432000000000001,13.4,7.6,3.914,0.246
31,11.0,122.0,2023-08-14,boxscore,ATL,,NYY,W,11.0,3.0,0.644,1.0,up11.5,,N,0.19,-1,0.275,0.345,0.848,15.0,11.0,0.0,3.89,1.0,18,3.4,9.0,0.274,0.34319999999999995,0.844,11.8,7.6,3.91,0.22999999999999998
32,12.0,123.0,2023-08-15,boxscore,ATL,,NYY,W,5.0,0.0,0.647,1.0,up12.5,,N,0.15,1,0.275,0.345,0.847,6.0,1.0,0.0,3.86,1.0,18,2.6,10.2,0.27440000000000003,0.3438,0.8454,12.4,7.8,3.8980000000000006,0.22200000000000003
33,13.0,124.0,2023-08-16,boxscore,ATL,,NYY,W,2.0,0.0,0.65,1.0,up12.5,Iglesias,N,0.12,2,0.274,0.345,0.845,3.0,4.0,0.0,3.82,1.0,18,2.6,9.8,0.27480000000000004,0.3444,0.8468,11.4,6.6,3.886,0.198
34,14.0,125.0,2023-08-18,boxscore,ATL,,SFG,W,4.0,0.0,0.653,1.0,up13.5,,N,0.1,3,0.274,0.345,0.845,10.0,2.0,0.0,3.79,1.0,24,2.0,6.0,0.27460000000000007,0.34459999999999996,0.8462,7.6,6.2,3.868,0.172
35,15.0,126.0,2023-08-19,boxscore,ATL,,SFG,W,6.0,5.0,0.656,1.0,up13.5,Iglesias,N,0.09,4,0.274,0.345,0.845,11.0,11.0,1.0,3.8,1.0,24,2.0,5.6,0.2744000000000001,0.34479999999999994,0.8460000000000001,8.2,5.6,3.8519999999999994,0.142
36,16.0,127.0,2023-08-20,boxscore,ATL,,SFG,L,3.0,4.0,0.65,1.0,up13.5,,D,0.07,5,0.274,0.344,0.843,6.0,10.0,2.0,3.8,0.0,24,1.6,5.6,0.2744000000000001,0.345,0.8459999999999999,9.0,5.8,3.832,0.12999999999999998
37,17.0,128.0,2023-08-21,boxscore,ATL,,NYM,L,4.0,10.0,0.645,1.0,up12.5,,N,0.08,-1,0.274,0.344,0.843,9.0,14.0,3.0,3.85,0.0,17,1.8,4.0,0.2742,0.34479999999999994,0.845,7.2,5.6,3.814,0.10600000000000001
38,18.0,129.0,2023-08-22,boxscore,ATL,,NYM,W,3.0,2.0,0.648,1.0,up12.5,Iglesias,N,0.12,-2,0.273,0.344,0.843,9.0,5.0,1.0,3.84,1.0,17,3.8,3.8,0.274,0.34459999999999996,0.8442000000000001,7.8,8.2,3.8120000000000003,0.092
39,19.0,130.0,2023-08-23,boxscore,ATL,,NYM,W,7.0,0.0,0.651,1.0,up13.5,,N,0.08,1,0.274,0.345,0.843,12.0,3.0,0.0,3.81,1.0,17,4.2,4.0,0.27380000000000004,0.34439999999999993,0.8438000000000001,9.0,8.4,3.816,0.092
40,20.0,131.0,2023-08-25,boxscore,ATL,@,SFG,W,5.0,1.0,0.654,1.0,up13.5,,N,0.06,2,0.274,0.344,0.842,7.0,6.0,0.0,3.79,1.0,24,4.2,4.6,0.27380000000000004,0.34439999999999993,0.8433999999999999,9.4,8.6,3.8199999999999994,0.088
41,21.0,132.0,2023-08-26,boxscore,ATL,@,SFG,W,7.0,3.0,0.656,1.0,up13.5,,D,0.08,3,0.274,0.344,0.843,9.0,8.0,1.0,3.78,1.0,24,3.4,4.4,0.27380000000000004,0.34419999999999995,0.8428000000000001,8.6,7.6,3.818,0.082
42,22.0,133.0,2023-08-27,boxscore,ATL,@,SFG,L,5.0,8.0,0.651,1.0,up12.5,Doval,D,0.08,4,0.273,0.343,0.841,6.0,8.0,1.0,3.82,0.0,24,3.2,5.2,0.27380000000000004,0.34419999999999995,0.8428000000000001,9.2,7.2,3.814,0.08399999999999999
43,23.0,134.0,2023-08-28,boxscore,ATL,@,COL,W,14.0,4.0,0.654,1.0,up12.5,,N,0.11,-1,0.275,0.345,0.844,18.0,9.0,1.0,3.82,1.0,8,2.8,5.4,0.27360000000000007,0.344,0.8423999999999999,8.6,6.0,3.808,0.08399999999999999
44,24.0,135.0,2023-08-29,boxscore,ATL,@,COL,W,3.0,1.0,0.656,1.0,up12.5,Iglesias,N,0.07,1,0.276,0.345,0.845,15.0,3.0,0.0,3.8,1.0,8,3.2,7.6,0.274,0.34419999999999995,0.8426,10.4,6.8,3.804,0.08199999999999999
45,25.0,136.0,2023-08-30,boxscore,ATL,@,COL,W,7.0,3.0,0.659,1.0,up13.5,,N,0.1,2,0.276,0.345,0.845,12.0,5.0,1.0,3.79,1.0,8,3.4,6.8,0.27440000000000003,0.34419999999999995,0.843,11.0,6.8,3.8019999999999996,0.07999999999999999
46,26.0,137.0,2023-08-31,boxscore,ATL,@,LAD,W,8.0,7.0,0.662,1.0,up14.0,Iglesias,N,0.07,3,0.276,0.345,0.845,9.0,9.0,4.0,3.81,1.0,13,3.8,7.2,0.27480000000000004,0.34439999999999993,0.8436,12.0,6.6,3.8019999999999996,0.088
47,27.0,139.0,2023-09-01,boxscore,ATL,@,LAD,W,6.0,3.0,0.664,1.0,up15.0,Yates,N,0.07,4,0.276,0.345,0.847,14.0,6.0,1.0,3.81,1.0,13,4.6,7.4,0.2752,0.34459999999999996,0.844,12.0,6.8,3.808,0.08600000000000001
48,28.0,140.0,2023-09-02,boxscore,ATL,@,LAD,W,4.0,2.0,0.667,1.0,up16.0,Iglesias,N,0.03,5,0.276,0.344,0.845,5.0,6.0,0.0,3.78,1.0,13,3.6,7.6,0.27580000000000005,0.345,0.8452,13.6,6.4,3.806,0.084
49,29.0,141.0,2023-09-03,boxscore,ATL,@,LAD,L,1.0,3.0,0.662,1.0,up15.0,Graterol,D,0.02,6,0.275,0.344,0.844,5.0,11.0,0.0,3.78,0.0,13,3.2,5.6,0.276,0.3448,0.8454,11.0,5.8,3.7979999999999996,0.068
50,5.0,117.0,2023-08-08,boxscore,BAL,,HOU,L,6.0,7.0,0.619,1.0,up 2.0,Pressly,N,0.94,4,0.253,0.321,0.744,8.0,10.0,1.0,4.07,0.0,10,2.2,5.2,0.25220000000000004,0.32,0.741,10.4,4.6,4.0920000000000005,1.072
51,6.0,118.0,2023-08-09,boxscore,BAL,,HOU,L,2.0,8.0,0.614,1.0,up 2.0,,N,1.03,-1,0.253,0.321,0.743,7.0,11.0,1.0,4.1,0.0,10,2.8,6.2,0.2528,0.3206,0.7422,10.6,6.0,4.078,1.028
52,7.0,119.0,2023-08-10,boxscore,BAL,,HOU,W,5.0,4.0,0.617,1.0,up 3.0,Bautista,D,1.17,-2,0.253,0.32,0.744,8.0,10.0,2.0,4.09,1.0,10,4.2,5.4,0.253,0.321,0.743,9.0,7.2,4.076,0.984
53,8.0,120.0,2023-08-11,boxscore,BAL,@,SEA,L,2.0,9.0,0.612,1.0,up 2.0,,N,1.01,1,0.252,0.32,0.742,4.0,12.0,3.0,4.14,0.0,23,4.4,4.4,0.253,0.32080000000000003,0.7436,8.2,8.4,4.076,1.008
54,9.0,121.0,2023-08-12,boxscore,BAL,@,SEA,W,1.0,0.0,0.615,1.0,up 2.0,,N,1.14,-1,0.251,0.318,0.738,4.0,4.0,0.0,4.1,1.0,23,5.6,3.4,0.2528,0.3206,0.7432000000000001,6.6,9.4,4.087999999999999,1.01
55,10.0,122.0,2023-08-13,boxscore,BAL,@,SEA,W,5.0,3.0,0.619,1.0,up 3.0,Fujinami,D,1.0,1,0.251,0.318,0.737,9.0,6.0,1.0,4.09,1.0,23,5.6,3.2,0.2524,0.32,0.7422,6.2,9.4,4.1,1.0579999999999998
56,11.0,123.0,2023-08-14,boxscore,BAL,@,SDP,W,4.0,1.0,0.622,1.0,up 3.0,Bautista,N,0.93,2,0.251,0.318,0.737,9.0,4.0,1.0,4.06,1.0,22,4.8,3.0,0.252,0.3194,0.7408,6.4,8.6,4.103999999999999,1.0699999999999998
57,12.0,124.0,2023-08-15,boxscore,BAL,@,SDP,L,3.0,10.0,0.617,1.0,up 3.0,,N,0.86,3,0.251,0.318,0.737,11.0,13.0,1.0,4.12,0.0,22,3.4,3.4,0.2516,0.31880000000000003,0.7396,6.8,7.2,4.096,1.05
58,13.0,125.0,2023-08-16,boxscore,BAL,@,SDP,L,2.0,5.0,0.612,1.0,up 2.0,Hader,N,0.91,-1,0.25,0.317,0.736,5.0,8.0,1.0,4.13,0.0,22,4.6,3.0,0.2512,0.3184,0.7382,7.4,7.8,4.101999999999999,0.9879999999999999
59,14.0,126.0,2023-08-18,boxscore,BAL,@,OAK,W,9.0,4.0,0.615,1.0,up 2.0,,N,1.03,-2,0.252,0.318,0.738,16.0,12.0,0.0,4.13,1.0,19,3.8,3.0,0.2508,0.31779999999999997,0.737,7.6,7.0,4.1,0.968
60,15.0,127.0,2023-08-19,boxscore,BAL,@,OAK,W,7.0,2.0,0.618,1.0,up 2.5,,N,0.94,1,0.252,0.318,0.739,9.0,6.0,2.0,4.1,1.0,19,4.6,4.6,0.251,0.31779999999999997,0.737,10.0,8.6,4.106,0.9460000000000001
61,16.0,128.0,2023-08-20,boxscore,BAL,@,OAK,W,12.0,1.0,0.621,1.0,up 3.0,,D,0.91,2,0.253,0.319,0.743,17.0,4.0,1.0,4.08,1.0,19,4.4,5.0,0.2512,0.31779999999999997,0.7373999999999999,10.0,8.6,4.108,0.9339999999999999
62,17.0,129.0,2023-08-22,boxscore,BAL,,TOR,L,3.0,6.0,0.616,1.0,up 2.0,Romano,N,0.92,3,0.253,0.319,0.742,9.0,12.0,2.0,4.08,0.0,28,4.4,6.6,0.2516,0.318,0.7386,11.6,8.6,4.112,0.9299999999999999
63,18.0,130.0,2023-08-23,boxscore,BAL,,TOR,W,7.0,0.0,0.619,1.0,up 2.0,,N,1.09,-1,0.253,0.319,0.743,10.0,5.0,0.0,4.05,1.0,28,3.6,6.6,0.252,0.3182,0.7396,11.2,8.4,4.103999999999999,0.942
64,19.0,131.0,2023-08-24,boxscore,BAL,,TOR,W,5.0,3.0,0.622,1.0,up 2.0,Bautista,N,1.0,1,0.254,0.319,0.743,10.0,6.0,1.0,4.04,1.0,28,2.6,7.6,0.2526,0.3186,0.741,12.2,7.8,4.087999999999999,0.978
65,20.0,132.0,2023-08-25,boxscore,BAL,,COL,W,5.0,4.0,0.625,1.0,up 3.0,Coulombe,N,0.9,2,0.254,0.319,0.745,10.0,7.0,1.0,4.04,1.0,8,2.4,6.8,0.253,0.3188,0.742,11.0,6.6,4.07,0.9720000000000001
66,21.0,133.0,2023-08-26,boxscore,BAL,,COL,W,5.0,4.0,0.628,1.0,up 3.0,Cano,N,0.79,3,0.254,0.319,0.744,6.0,8.0,0.0,4.04,1.0,8,2.8,6.4,0.25339999999999996,0.319,0.7432000000000001,11.2,6.8,4.058,0.9640000000000001
67,22.0,134.0,2023-08-27,boxscore,BAL,,COL,L,3.0,4.0,0.623,1.0,up 2.0,,D,0.81,4,0.253,0.318,0.743,5.0,9.0,1.0,4.03,0.0,8,3.4,5.0,0.25359999999999994,0.319,0.7434000000000001,9.0,7.6,4.05,0.9400000000000001
68,23.0,135.0,2023-08-28,boxscore,BAL,,CHW,W,9.0,0.0,0.626,1.0,up 2.5,,N,0.97,-1,0.254,0.319,0.744,11.0,2.0,0.0,4.0,1.0,5,3.0,5.0,0.2536,0.31880000000000003,0.7436,8.2,7.0,4.040000000000001,0.9179999999999999
69,24.0,136.0,2023-08-29,boxscore,BAL,,CHW,W,9.0,3.0,0.629,1.0,up 2.5,,N,0.87,1,0.255,0.32,0.745,14.0,10.0,1.0,3.99,1.0,5,3.0,5.4,0.2538,0.31880000000000003,0.7438,8.4,6.4,4.03,0.8940000000000001
70,25.0,137.0,2023-08-30,boxscore,BAL,,CHW,L,5.0,10.0,0.624,1.0,up 1.5,,D,0.9,2,0.255,0.32,0.745,9.0,15.0,3.0,4.04,0.0,5,3.0,6.2,0.254,0.319,0.7442,9.2,7.2,4.02,0.868
71,26.0,139.0,2023-09-01,boxscore,BAL,@,ARI,L,2.0,4.0,0.619,1.0,up 1.5,Sewald,N,1.01,-1,0.255,0.32,0.744,8.0,10.0,2.0,4.04,0.0,0,4.2,6.2,0.25420000000000004,0.31920000000000004,0.7442,9.0,8.8,4.0200000000000005,0.868
72,27.0,140.0,2023-09-02,boxscore,BAL,@,ARI,W,7.0,3.0,0.622,1.0,up 2.5,,N,0.98,-2,0.255,0.32,0.745,11.0,5.0,1.0,4.04,1.0,0,4.2,5.6,0.25439999999999996,0.3194,0.7442,9.4,9.2,4.0200000000000005,0.9120000000000001
73,28.0,141.0,2023-09-03,boxscore,BAL,@,ARI,W,8.0,5.0,0.625,1.0,up 2.5,,D,0.84,1,0.256,0.321,0.746,14.0,9.0,3.0,4.04,1.0,0,4.0,6.4,0.2548,0.3198,0.7445999999999999,10.6,8.4,4.022,0.9460000000000001
74,29.0,142.0,2023-09-04,boxscore,BAL,@,LAA,W,6.0,3.0,0.628,1.0,up 3.5,Cano,N,0.85,2,0.256,0.321,0.746,10.0,8.0,2.0,4.03,1.0,12,5.0,6.2,0.2552,0.3202,0.7449999999999999,11.2,9.8,4.029999999999999,0.9200000000000002
75,,,2023-09-06,,BAL,,LAA,,,,0.628,,,,,,3,,,,,,,,,12,5.0,5.6,0.25539999999999996,0.32039999999999996,0.7452,10.4,9.4,4.038,0.916
76,5.0,118.0,2023-08-09,boxscore,BOS,,KCR,W,4.0,3.0,0.518,4.0,11.0,Jansen,N,0.48,-1,0.261,0.327,0.759,7.0,7.0,3.0,4.39,1.0,11,7.2,3.4,0.2624,0.32920000000000005,0.7615999999999999,7.2,13.4,4.346,0.79
77,6.0,119.0,2023-08-10,boxscore,BOS,,KCR,W,2.0,0.0,0.522,4.0,11.0,Jansen,N,0.52,1,0.261,0.327,0.758,8.0,7.0,0.0,4.35,1.0,11,6.4,3.6,0.262,0.3286,0.7608,7.4,12.0,4.3660000000000005,0.6699999999999999
78,7.0,120.0,2023-08-11,boxscore,BOS,,DET,W,5.0,2.0,0.526,4.0,10.0,Murphy,N,0.59,2,0.262,0.328,0.758,9.0,2.0,1.0,4.33,1.0,9,5.4,3.2,0.2616,0.328,0.7598,7.0,10.6,4.3759999999999994,0.584
79,8.0,121.0,2023-08-12,boxscore,BOS,,DET,L,2.0,6.0,0.521,4.0,11.0,Foley,D,0.66,3,0.261,0.327,0.757,8.0,12.0,4.0,4.34,0.0,9,3.2,4.0,0.26139999999999997,0.3278,0.759,7.2,7.8,4.3660000000000005,0.538
80,9.0,122.0,2023-08-13,boxscore,BOS,,DET,W,6.0,3.0,0.525,4.0,11.0,Jansen,D,0.59,-1,0.262,0.328,0.76,12.0,7.0,1.0,4.32,1.0,9,4.0,3.2,0.2612,0.3274,0.7582000000000001,7.6,8.6,4.362,0.568
81,10.0,123.0,2023-08-15,boxscore,BOS,@,WSN,W,5.0,4.0,0.529,4.0,10.5,Jansen,N,0.67,1,0.262,0.327,0.759,7.0,6.0,0.0,4.32,1.0,29,2.8,3.8,0.26139999999999997,0.3274,0.7584,8.8,7.0,4.346,0.5680000000000001
82,11.0,124.0,2023-08-16,boxscore,BOS,@,WSN,L,2.0,6.0,0.525,4.0,10.5,,N,0.74,2,0.261,0.327,0.756,4.0,9.0,4.0,4.34,0.0,29,3.0,4.0,0.26159999999999994,0.3274,0.7584,8.8,6.8,4.332,0.6060000000000001
83,12.0,125.0,2023-08-17,boxscore,BOS,@,WSN,L,7.0,10.0,0.521,4.0,11.0,Finnegan,D,0.66,-1,0.261,0.327,0.758,11.0,10.0,0.0,4.38,0.0,29,4.2,4.0,0.2616,0.3274,0.758,8.0,7.2,4.33,0.65
84,13.0,126.0,2023-08-18,boxscore,BOS,@,NYY,W,8.0,3.0,0.525,4.0,11.0,,N,0.6,-2,0.262,0.327,0.758,12.0,10.0,1.0,4.37,1.0,18,5.8,4.4,0.26139999999999997,0.32720000000000005,0.758,8.4,8.8,4.34,0.6639999999999999
85,14.0,127.0,2023-08-19,boxscore,BOS,@,NYY,W,8.0,1.0,0.528,4.0,11.0,,D,0.68,1,0.262,0.327,0.76,12.0,2.0,1.0,4.34,1.0,18,5.2,5.6,0.26159999999999994,0.32720000000000005,0.7582000000000001,9.2,8.4,4.346,0.652
86,15.0,128.0,2023-08-20,boxscore,BOS,@,NYY,W,6.0,5.0,0.532,4.0,11.0,Jansen,D,0.75,2,0.262,0.327,0.761,9.0,8.0,3.0,4.35,1.0,18,4.8,6.0,0.26159999999999994,0.327,0.7582,9.2,7.4,4.35,0.67
87,16.0,129.0,2023-08-21,boxscore,BOS,@,HOU,L,4.0,9.0,0.528,4.0,11.5,,N,0.97,3,0.262,0.328,0.761,11.0,16.0,3.0,4.38,0.0,10,5.0,6.2,0.26159999999999994,0.327,0.7586,9.6,7.8,4.356,0.686
88,17.0,130.0,2023-08-22,boxscore,BOS,@,HOU,L,3.0,7.0,0.524,4.0,11.5,,N,0.81,-1,0.262,0.328,0.761,10.0,8.0,1.0,4.37,0.0,10,5.6,6.6,0.26180000000000003,0.32720000000000005,0.7596,11.0,9.2,4.364,0.732
89,18.0,131.0,2023-08-23,boxscore,BOS,@,HOU,W,7.0,5.0,0.528,4.0,11.5,Winckowski,N,0.66,-2,0.262,0.328,0.761,9.0,12.0,1.0,4.37,1.0,10,5.0,5.8,0.262,0.3274,0.7602,10.8,8.8,4.362,0.762
90,19.0,132.0,2023-08-24,boxscore,BOS,@,HOU,W,17.0,1.0,0.531,4.0,11.5,,D,0.88,1,0.265,0.331,0.768,25.0,10.0,0.0,4.34,1.0,10,5.4,5.6,0.262,0.3276,0.7607999999999999,10.2,9.2,4.362,0.774
91,20.0,133.0,2023-08-25,boxscore,BOS,,LAD,L,4.0,7.0,0.527,4.0,12.5,Phillips,N,0.81,2,0.266,0.331,0.769,14.0,10.0,0.0,4.36,0.0,13,5.4,7.4,0.2626,0.3284,0.7624000000000001,12.8,10.8,4.362,0.8140000000000001
92,21.0,134.0,2023-08-26,boxscore,BOS,,LAD,W,8.0,5.0,0.531,4.0,12.5,Schreiber,D,0.8,-1,0.266,0.331,0.771,10.0,10.0,1.0,4.37,1.0,13,5.8,7.0,0.2634,0.3292,0.764,13.8,11.2,4.364,0.826
93,22.0,135.0,2023-08-27,boxscore,BOS,,LAD,L,4.0,7.0,0.527,4.0,12.5,Phillips,D,0.81,1,0.265,0.331,0.771,7.0,14.0,2.0,4.39,0.0,13,5.0,7.8,0.26420000000000005,0.3298,0.766,13.6,10.0,4.362,0.792
